,Unnamed: 0,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type
2587,2587,The Asterisk War,2015,16+,6.8,,0,1,0,0,1
2588,2588,Hard Sun,2018,18+,6.6,48%,0,1,0,0,1
2589,2589,Justice League Action,2016,7+,7.7,,0,1,0,0,1
2590,2590,Some Girls,2012,16+,7.6,,0,1,0,0,1
2591,2591,Perfect Strangers,1986,7+,7.2,,0,1,0,0,1
2592,2592,Lost in Space,1965,all,7.2,,0,1,0,0,1
2593,2593,The Game,2006,16+,6.7,,0,1,0,0,1
2594,2594,Love Island,2015,,5.1,,0,1,0,0,1
2595,2595,America's Got Talent,2006,7+,5.8,,0,1,0,0,1
2596,2596,Ironside,1967,7+,6.9,,0,1,0,0,1
2597,2597,Deadbeat,2014,16+,7.5,,0,1,0,0,1
2598,2598,Cutthroat Kitchen,2013,all,7.2,,0,1,0,0,1
2599,2599,The Fruit of Grisaia,2014,18+,7.1,,0,1,0,0,1
2600,2600,Whose Line Is It Anyway? (UK),1988,7+,8.2,,0,1,1,0,1
2601,2601,Chivalry of a Failed Knight,2015,18+,7.4,,0,1,0,0,1
2602,2602,Alaska: The Last Frontier,2011,16+,7.7,,0,1,0,0,1
2603,2603,Married,2014,18+,7.0,56%,0,1,0,0,1
2604,2604,Every Witch Way,2014,7+,5.0,,0,1,0,0,1
2605,2605,Baghdad Central,2020,,7.1,88%,0,1,0,0,1
2606,2606,Living Single,1993,7+,7.3,,0,1,0,0,1
2607,2607,Clannad After Story,2009,7+,8.6,,0,1,0,0,1
2608,2608,Just Between Lovers,2017,,8.0,,0,1,0,0,1
2609,2609,Grimgar of Fantasy and Ash,2016,16+,7.5,,0,1,0,0,1
2610,2610,Wallander,2005,,7.6,,0,1,0,0,1
2611,2611,Deadly Women,2005,16+,8.0,,0,1,1,0,1
2612,2612,Fear Factor,2001,7+,5.6,,0,1,0,0,1
2613,2613,My Life as a Teenage Robot,2003,all,7.0,,0,1,0,0,1
2614,2614,Vanderpump Rules,2013,16+,5.4,,0,1,0,0,1
2615,2615,The Last Alaskans,2015,18+,8.5,,0,1,0,0,1
2616,2616,This Way Up,2019,,7.7,93%,0,1,0,0,1
2617,2617,D.Gray-man Hallow,2016,16+,7.7,,0,1,0,0,1
2618,2618,My 600-lb Life,2012,16+,6.6,,0,1,0,0,1
2619,2619,WATAMOTE,2013,16+,7.3,,0,1,0,0,1
2620,2620,My Love Story!!,2015,7+,7.8,,0,1,0,0,1
2621,2621,Love Island Australia,2018,18+,5.4,,0,1,0,0,1
2622,2622,"Doogie Howser, M.D.",1989,7+,6.5,,0,1,0,0,1
2623,2623,grown-ish,2018,16+,6.4,,0,1,0,0,1
2624,2624,Devil May Cry,2007,18+,7.1,,0,1,0,0,1
2625,2625,The Four: Battle for Stardom,2018,,4.1,17%,0,1,0,0,1
2626,2626,All Saints,1998,16+,7.0,,0,1,0,0,1
2627,2627,Bring It!,2014,7+,6.6,,0,1,1,0,1
2628,2628,Beck,1997,,7.4,,0,1,0,0,1
2629,2629,Maken-Ki! Battling Venus,2011,18+,6.2,,0,1,0,0,1
2630,2630,Designing Women,1986,7+,7.0,,0,1,0,0,1
2631,2631,Kämpfer,2009,18+,6.2,,0,1,0,0,1
2632,2632,Hunter,1984,7+,6.8,,0,1,0,0,1
2633,2633,Worst Cooks in America,2010,all,6.4,,0,1,0,0,1
2634,2634,Barbarians Rising,2016,18+,7.8,,0,1,0,0,1
2635,2635,Cake Boss,2009,7+,6.6,,0,1,0,0,1
2636,2636,Bering Sea Gold,2012,all,6.6,,0,1,0,0,1
2637,2637,The Real Housewives of New York City,2008,16+,4.3,,0,1,0,0,1
2638,2638,Itazura na Kiss,2008,,7.5,,0,1,0,0,1
2639,2639,Aesthetica of a Rogue Hero,2012,18+,7.2,,0,1,0,0,1
2640,2640,Mysteries at the Museum,2010,7+,8.1,,0,1,0,0,1
2641,2641,Blood Lad,2013,16+,7.1,,0,1,0,0,1
2642,2642,7th Heaven,1996,7+,5.2,,0,1,1,0,1
2643,2643,Voyage to the Bottom of the Sea,1964,7+,7.2,,0,1,0,0,1
2644,2644,Reef Break,2019,7+,5.9,33%,0,1,0,0,1
2645,2645,The Dana Carvey Show,1996,,7.3,80%,0,1,0,0,1
2646,2646,Primeval: New World,2012,16+,6.5,,0,1,0,0,1
2647,2647,Pramface,2012,16+,7.6,,0,1,0,0,1
2648,2648,Classroom of the Elite,2017,16+,7.4,,0,1,0,0,1
2649,2649,The Slap,2015,16+,7.6,67%,0,1,1,0,1
2650,2650,The Moodys,2019,16+,6.6,62%,0,1,0,0,1
2651,2651,Dietland,2018,16+,6.4,81%,0,1,0,0,1
2652,2652,Son of Zorn,2016,16+,6.7,58%,0,1,0,0,1
2653,2653,Buzzfeed Unsolved: Supernatural,2016,,8.7,,0,1,1,0,1
2654,2654,Devils Line,2018,18+,6.8,,0,1,0,0,1
2655,2655,Say Yes to the Dress,2007,7+,5.6,,0,1,1,0,1
2656,2656,Father Knows Best,1954,all,7.4,,0,1,1,0,1
2657,2657,Beyond the Boundary,2013,16+,7.3,,0,1,0,0,1
2658,2658,BuzzFeed Unsolved - True Crime,2016,,8.9,,0,1,1,0,1
2659,2659,Marido en Alquiler,2013,,8.4,,0,1,0,0,1
2660,2660,Hollywood Game Night,2013,7+,7.3,,0,1,0,0,1
2661,2661,Dog with a Blog,2012,all,4.8,,0,1,0,0,1
2662,2662,Disappeared,2010,16+,8.0,,0,1,0,0,1
2663,2663,Party of Five,2020,,5.3,,0,1,0,0,1
2664,2664,Date a Live,2013,18+,7.0,,0,1,0,0,1
2665,2665,Total Divas,2013,16+,6.5,,0,1,0,0,1
2666,2666,Golden Time,2013,16+,7.5,,0,1,0,0,1
2667,2667,Bloom,2019,18+,6.6,,0,1,0,0,1
2668,2668,Hunter Street,2017,all,6.8,,0,1,0,0,1
2669,2669,Daniel Deronda,2002,,7.2,,0,1,0,0,1
2670,2670,Good Doctor,2013,,8.1,,0,1,0,0,1
2671,2671,90 Day Fiancé: Happily Ever After?,2016,16+,6.3,,0,1,0,0,1
2672,2672,Outmatched,2020,7+,5.6,22%,0,1,0,0,1
2673,2673,The Passing Bells,2014,,6.9,,0,1,1,0,1
2674,2674,Kingdom,2012,16+,8.0,,0,1,0,0,1
2675,2675,Wise Man’s Grandchild,2019,16+,6.7,,0,1,0,0,1
2676,2676,Blast of Tempest,2012,16+,7.6,,0,1,0,0,1
2677,2677,The Bachelorette,2003,16+,3.4,62%,0,1,0,0,1
2678,2678,Swamp People,2010,7+,6.3,,0,1,1,0,1
2679,2679,Undercover Boss,2010,7+,5.8,,0,1,0,0,1
2680,2680,Doc McStuffins,2012,all,6.7,,0,1,0,1,1
2681,2681,Dante's Cove,2005,18+,6.0,,0,1,0,0,1
2682,2682,Axe Cop,2013,18+,7.4,70%,0,1,0,0,1
2683,2683,The Smile Has Left Your Eyes,2018,all,7.4,,0,1,0,0,1
2684,2684,Pure,2017,16+,7.0,,0,1,0,0,1
2685,2685,Zomboat!,2019,,6.9,,0,1,0,0,1
2686,2686,Kono Oto Tomare!: Sounds of Life,2019,7+,7.4,,0,1,0,0,1
2687,2687,Sex&Drugs&Rock&Roll,2015,16+,7.1,,0,1,0,0,1
2688,2688,OutDaughtered,2016,7+,7.0,,0,1,0,0,1
2689,2689,Accel World,2012,16+,7.2,,0,1,0,0,1
2690,2690,Project Runway All Stars,2012,7+,7.0,,0,1,0,0,1
2691,2691,School Rumble,2004,7+,7.8,,0,1,0,0,1
2692,2692,The Hills,2006,7+,3.5,52%,0,1,1,0,1
2693,2693,Slayers,1995,7+,7.5,,0,1,0,0,1
2694,2694,Keeping Up with the Kardashians,2007,16+,2.8,,0,1,0,0,1
2695,2695,Restaurant: Impossible,2011,all,6.8,,0,1,0,0,1
2696,2696,Love It or List It,2008,all,6.3,,0,1,0,0,1
2697,2697,East Los High,2013,16+,7.0,,0,1,0,0,1
2698,2698,Maison Close,2010,18+,6.7,,0,1,0,0,1
2699,2699,Total Bellas,2016,16+,5.8,,0,1,0,0,1
2700,2700,"Say ""I love you.""",2012,16+,7.4,,0,1,0,0,1
2701,2701,Dr. Pimple Popper,2018,16+,6.6,,0,1,0,0,1
2702,2702,"Good Morning, Miss Bliss",1988,all,6.8,,0,1,0,0,1
2703,2703,Bachelor in Paradise,2014,16+,5.2,,0,1,0,0,1
2704,2704,Three Sheets,2006,18+,8.2,,0,1,0,0,1
2705,2705,Paradox,2009,16+,7.1,,0,1,1,0,1
2706,2706,Guy's Grocery Games,2013,all,6.5,,0,1,0,0,1
2707,2707,Oreimo,2010,16+,6.5,,0,1,0,0,1
2708,2708,The Lowe Files,2017,7+,6.7,60%,0,1,1,0,1
2709,2709,Freakish,2016,16+,6.4,,0,1,0,0,1
2710,2710,The Next Step,2013,all,6.0,,0,1,0,0,1
2711,2711,The Driver,2014,16+,7.0,,0,1,0,0,1
2712,2712,Castaways,2018,,6.2,,0,1,0,0,1
2713,2713,The Real Housewives of New Jersey,2009,16+,4.0,,0,1,0,0,1
2714,2714,Good Eats: Reloaded,2018,all,8.8,,0,1,0,0,1
2715,2715,Butterfly,2018,,6.2,93%,0,1,0,0,1
2716,2716,The Electric Company,1971,all,8.1,,0,1,1,0,1
2717,2717,Tanked,2011,7+,6.6,,0,1,0,0,1
2718,2718,A Crime to Remember,2013,16+,8.3,,0,1,0,0,1
2719,2719,Air Gear,2006,18+,7.2,,0,1,0,0,1
2720,2720,Toilet-Bound Hanako-kun,2020,16+,7.5,,0,1,0,0,1
2721,2721,There's... Johnny!,2017,,7.2,83%,0,1,0,0,1
2722,2722,The Only Way Is Essex,2010,18+,3.1,,0,1,0,0,1
2723,2723,Quick Draw,2013,,7.6,,0,1,1,0,1
2724,2724,The Secret of Crickley Hall,2012,,6.9,,0,1,0,0,1
2725,2725,Curious George,2006,all,7.1,,0,1,0,0,1
2726,2726,Council of Dads,2020,7+,6.2,50%,0,1,0,0,1
2727,2727,The Real Housewives of Atlanta,2008,16+,4.3,,0,1,0,0,1
2728,2728,Iron Chef America,2005,all,7.1,,0,1,0,0,1
2729,2729,Black Bullet,2014,18+,7.0,,0,1,0,0,1
2730,2730,Mayo Chiki!,2011,18+,7.1,,0,1,0,0,1
2731,2731,Himouto! Umaru-chan,2015,16+,7.0,,0,1,1,0,1
2732,2732,"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",2020,16+,7.3,,0,1,0,0,1
2733,2733,Elena's Ghost,2015,16+,7.6,,0,1,0,0,1
2734,2734,Heathcliff,1984,7+,6.6,,0,1,0,0,1
2735,2735,Criminal Minds: Suspect Behavior,2011,16+,6.3,42%,0,1,1,0,1
2736,2736,Agent X,2015,16+,6.2,28%,0,1,0,0,1
2737,2737,An American Murder Mystery: The Staircase,2018,16+,7.5,,0,1,0,0,1
2738,2738,McHale's Navy,1962,all,7.4,,0,1,0,0,1
2739,2739,Trust Me,2017,,7.0,79%,0,1,0,0,1
2740,2740,Unexpected,2017,16+,5.8,,0,1,0,0,1
2741,2741,Astro Boy,1980,all,7.3,,0,1,1,0,1
2742,2742,Renegade,1992,,6.0,,0,1,0,0,1
2743,2743,Lincoln Heights,2007,7+,7.7,,0,1,0,0,1
2744,2744,ID: INVADED,2020,18+,7.7,,0,1,0,0,1
2745,2745,Black Jesus,2014,18+,6.9,,0,1,0,0,1
2746,2746,Melrose Place,2009,16+,6.0,60%,0,1,0,0,1
2747,2747,Is This a Zombie?,2011,16+,7.1,,0,1,0,0,1
2748,2748,The Comedians,2015,18+,6.7,58%,0,1,0,0,1
2749,2749,Celebrity Family Feud,2008,7+,6.1,,0,1,0,0,1
2750,2750,"I Love You, America",2017,18+,5.7,93%,0,1,0,0,1
2751,2751,Dragnet,1967,7+,7.5,,0,1,0,0,1
2752,2752,Battleground,2012,,7.9,73%,0,1,0,0,1
2753,2753,Wolf Girl & Black Prince,2014,16+,7.1,,0,1,0,0,1
2754,2754,Jumanji,1996,7+,6.4,,0,1,0,0,1
2755,2755,Hikaru no Go,2001,all,8.3,,0,1,0,0,1
2756,2756,Tim and Eric's Bedtime Stories,2014,18+,7.9,,0,1,0,0,1
2757,2757,Amagami SS,2010,7+,6.8,,0,1,0,0,1
2758,2758,Top Gear,2010,7+,5.3,,0,1,0,0,1
2759,2759,The Wine Show,2016,,8.9,,0,1,0,0,1
2760,2760,Arifureta: From Commonplace to World's Strongest,2019,16+,6.5,,0,1,0,0,1
2761,2761,No Activity,2017,18+,6.7,,0,1,0,0,1
2762,2762,The Food That Built America,2019,,8.4,,0,1,0,0,1
2763,2763,Little Women: LA,2014,16+,5.4,,0,1,1,0,1
2764,2764,Hetalia,2009,18+,7.4,,0,1,0,0,1
2765,2765,Attack on Titan: Junior High,2015,16+,6.6,,0,1,0,0,1
2766,2766,Hangin' with Mr. Cooper,1992,7+,6.4,,0,1,0,0,1
2767,2767,The F Word,2005,18+,6.9,,0,1,0,0,1
2768,2768,Jersey Shore,2009,16+,3.6,,0,1,0,0,1
2769,2769,The Commish,1991,16+,7.1,,0,1,0,0,1
2770,2770,Absolute Duo,2015,18+,6.5,,0,1,0,0,1
2771,2771,Kiri,2018,,6.6,89%,0,1,0,0,1
2772,2772,Prey,2014,16+,7.2,,0,1,0,0,1
2773,2773,The Bachelor Presents: Listen to Your Heart,2020,16+,5.2,,0,1,0,0,1
2774,2774,Weird Science,1994,,6.8,,0,1,0,0,1
2775,2775,Rick Steves' Europe,2000,all,8.4,,0,1,1,0,1
2776,2776,Baka and Test: Summon the Beasts,2010,7+,7.4,,0,1,0,0,1
2777,2777,Vanished,2006,18+,7.0,67%,0,1,0,0,1
2778,2778,The Circus,2016,16+,7.1,,0,1,0,0,1
2779,2779,Angels of Death,2018,18+,6.4,,0,1,0,0,1
2780,2780,Black Cat,2005,16+,7.1,,0,1,0,0,1
2781,2781,The Great Food Truck Race,2010,all,6.6,,0,1,0,0,1
2782,2782,Hollyoaks,1995,16+,4.7,,0,1,0,0,1
2783,2783,Archangel,2005,,6.5,,0,1,0,0,1
2784,2784,Blood-C,2011,18+,6.3,,0,1,0,0,1
2785,2785,Upper Middle Bogan,2013,16+,7.9,,0,1,0,0,1
2786,2786,"Nicky, Ricky, Dicky & Dawn",2014,all,5.1,,0,1,0,0,1
2787,2787,The New Woody Woodpecker Show,1999,all,6.5,,0,1,0,0,1
2788,2788,What Would You Do?,2008,7+,7.2,,0,1,0,0,1
2789,2789,Getting On,2009,16+,8.1,,0,1,0,0,1
2790,2790,The Lucy Show,1962,7+,7.2,,0,1,0,0,1
2791,2791,Big Windup!,2007,7+,7.6,,0,1,0,0,1
2792,2792,Love & Hip Hop Hollywood,2014,16+,5.2,,0,1,0,0,1
2793,2793,VanDread,2000,16+,7.1,,0,1,0,0,1
2794,2794,The Weekly,2019,18+,6.5,38%,0,1,0,0,1
2795,2795,Princess Tutu,2002,16+,8.1,,0,1,1,0,1
2796,2796,Plunderer,2020,16+,6.2,,0,1,0,0,1
2797,2797,James May's Man Lab,2010,,7.8,,0,1,1,0,1
2798,2798,Bedlam,2011,,6.6,44%,0,1,0,0,1
2799,2799,Second chance,2005,7+,6.9,,0,1,0,0,1
2800,2800,Born This Way,2015,7+,8.3,,0,1,0,0,1
2801,2801,Criminal Justice,2008,,7.8,,0,1,0,0,1
2802,2802,F*ck That's Delicious,2016,18+,8.0,,0,1,0,0,1
2803,2803,Unikitty,2017,7+,5.7,,0,1,0,0,1
2804,2804,Abandoned,2016,16+,8.4,,0,1,0,0,1
2805,2805,I Am Frankie,2017,all,6.1,,0,1,0,0,1
2806,2806,Fashion House,2006,18+,6.5,,0,1,0,0,1
2807,2807,Kids Baking Championship,2015,all,7.0,,0,1,0,0,1
2808,2808,Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,2019,,7.4,,0,1,0,0,1
2809,2809,Bizarre Foods with Andrew Zimmern,2006,7+,7.8,,0,1,0,0,1
2810,2810,Young Hercules,1998,7+,5.8,,0,1,0,0,1
2811,2811,Little Big Shots,2016,all,7.2,,0,1,0,0,1
2812,2812,Unusual Suspects,2010,16+,7.6,,0,1,0,0,1
2813,2813,Bless the Harts,2019,16+,4.9,82%,0,1,0,0,1
2814,2814,Jimmy Kimmel Live!,2003,16+,6.6,,0,1,0,0,1
2815,2815,The Little Couple,2009,all,6.8,,0,1,0,0,1
2816,2816,The Beautiful Lie,2015,,7.3,,0,1,0,0,1
2817,2817,Extreme Ghostbusters,1997,7+,6.9,,0,1,0,0,1
2818,2818,Marriage Boot Camp: Reality Stars,2014,16+,4.5,,0,1,0,0,1
2819,2819,Cold Squad,1998,16+,6.9,,0,1,1,0,1
2820,2820,Space Brothers,2012,16+,8.1,,0,1,0,0,1
2821,2821,The Real Housewives of Orange County,2006,16+,4.1,,0,1,0,0,1
2822,2822,Corpse Princess,2008,7+,6.9,,0,1,0,0,1
2823,2823,Genius Junior,2018,all,7.5,,0,1,0,0,1
2824,2824,Astra Lost in Space,2019,16+,8.0,,0,1,0,0,1
2825,2825,The Dick Cavett Show,1968,,8.4,,0,1,0,0,1
2826,2826,Obsession: Dark Desires,2014,16+,7.4,,0,1,0,0,1
2827,2827,Hakuoki -Demon Of The Fleeting Blossom-,2010,18+,7.4,,0,1,0,0,1
2828,2828,Webster,1983,all,5.7,,0,1,0,0,1
2829,2829,Ellen's Game of Games,2017,7+,5.6,,0,1,0,0,1
2830,2830,Diesel Brothers,2016,16+,6.6,,0,1,0,0,1
2831,2831,Feed the Beast,2016,16+,6.7,23%,0,1,0,0,1
2832,2832,Handy Manny,2006,all,5.5,,0,1,0,1,1
2833,2833,Amagi Brilliant Park,2014,16+,7.0,,0,1,0,0,1
2834,2834,Coupling,2000,7+,3.6,,0,1,0,0,1
2835,2835,Treehouse Masters,2013,7+,7.3,,0,1,0,0,1
2836,2836,My Favorite Martian,1963,all,7.3,,0,1,0,0,1
2837,2837,The Strange Calls,2012,18+,7.4,,0,1,0,0,1
2838,2838,Are You Smarter Than a 5th Grader?,2007,7+,4.9,,0,1,0,0,1
2839,2839,Taken at Birth,2019,,8.3,,0,1,0,0,1
2840,2840,Monster Rancher,1999,7+,7.1,,0,1,1,0,1
2841,2841,Blue Dragon,2007,,6.3,,0,1,0,0,1
2842,2842,The Bisexual,2018,,6.0,92%,0,1,0,0,1
2843,2843,Yu-Gi-Oh! 5D's,2008,all,6.7,,0,1,1,0,1
2844,2844,Alvinnn!!! and The Chipmunks,2015,7+,4.5,,0,1,0,0,1
2845,2845,Little Women: Atlanta,2016,16+,5.1,,0,1,0,0,1
2846,2846,Beat Bobby Flay,2014,all,6.3,,0,1,0,0,1
2847,2847,Saints & Sinners,2016,16+,7.3,,0,1,0,0,1
2848,2848,Ask This Old House,2002,all,7.6,,0,1,0,0,1
2849,2849,The Dude Perfect Show,2016,7+,6.6,,0,1,0,0,1
2850,2850,頭文字D First Stage,1998,7+,8.4,,0,1,0,0,1
2851,2851,Bong Appétit,2016,16+,8.0,,0,1,0,0,1
2852,2852,Arliss,1996,,7.0,,0,1,0,0,1
2853,2853,Watch Over Me,2006,16+,6.4,,0,1,0,0,1
2854,2854,Rosa Diamante,2012,,8.3,,0,1,0,0,1
2855,2855,Seed,2013,18+,5.6,67%,0,1,0,0,1
2856,2856,Black Blood Brothers,2006,16+,7.1,,0,1,0,0,1
2857,2857,Heartstrings,2011,16+,7.2,,0,1,0,0,1
2858,2858,The Impostor,2014,,7.8,,0,1,0,0,1
2859,2859,Tiger & Bunny,2011,16+,7.4,,0,1,0,0,1
2860,2860,Behind Bars: Rookie Year,2015,16+,7.7,,0,1,0,0,1
2861,2861,The Wall,2016,7+,6.0,,0,1,0,0,1
2862,2862,Worth It,2016,,8.6,,0,1,1,0,1
2863,2863,Flip or Flop,2013,all,6.1,,0,1,0,0,1
2864,2864,L.A. Dragnet,2003,,7.1,,0,1,0,0,1
2865,2865,Insane Pools: Off the Deep End,2015,7+,7.2,,0,1,0,0,1
2866,2866,Sin tetas no hay paraíso,2008,18+,5.6,,0,1,0,0,1
2867,2867,Aria the Scarlet Ammo,2011,16+,6.8,,0,1,0,0,1
2868,2868,The Last Defense,2018,,7.3,,0,1,0,0,1
2869,2869,The Gumby Show,1955,all,7.0,,0,1,1,0,1
2870,2870,Still 17,2018,,7.8,,0,1,0,0,1
2871,2871,Witchblade,2006,18+,7.2,,0,1,0,0,1
2872,2872,Madeline,1993,all,6.9,,0,1,1,0,1
2873,2873,Ruyi's Royal Love in the Palace,2018,,7.6,,0,1,1,0,1
2874,2874,The Romeo Section,2015,16+,6.9,,0,1,0,0,1
2875,2875,The Wallflower,2006,16+,7.5,,0,1,0,0,1
2876,2876,Little Mosque on the Prairie,2007,7+,5.6,,0,1,0,0,1
2877,2877,Curiosity,2011,16+,7.8,,0,1,1,0,1
2878,2878,Who Wants to Be a Millionaire,2020,16+,6.1,,0,1,0,0,1
2879,2879,Anyone But Me,2009,16+,7.1,,0,1,1,0,1
2880,2880,Life and Death Row,2014,,8.3,,0,1,0,0,1
2881,2881,Matador,2014,16+,5.7,67%,0,1,0,0,1
2882,2882,Threesome,2011,18+,7.6,,0,1,0,0,1
2883,2883,Kung Fu Panda: Legends of Awesomeness,2011,7+,6.1,,0,1,0,0,1
2884,2884,Undefeated Bahamut Chronicle,2016,,6.5,,0,1,0,0,1
2885,2885,Conviction,2006,16+,7.0,,0,1,0,0,1
2886,2886,High School USA!,2013,18+,6.4,44%,0,1,0,0,1
2887,2887,Cults and Extreme Belief,2018,16+,7.7,,0,1,0,0,1
2888,2888,NASA's Unexplained Files,2012,all,6.7,,0,1,0,0,1
2889,2889,Sister Wives,2010,16+,4.3,,0,1,0,0,1
2890,2890,Hunderby,2012,16+,7.4,,0,1,0,0,1
2891,2891,Australia's Next Top Model,2005,,6.0,,0,1,0,0,1
2892,2892,Nanny and the Professor,1970,,7.1,,0,1,0,0,1
2893,2893,I Am Jazz,2015,7+,4.1,,0,1,0,0,1
2894,2894,Below the Surface,2017,,7.2,,0,1,0,0,1
2895,2895,"Rica, Famosa, Latina",2014,,5.5,,0,1,0,0,1
2896,2896,StarTalk with Neil deGrasse Tyson,2015,all,7.8,,0,1,1,0,1
2897,2897,Total Wipeout,2009,,6.0,,0,1,1,0,1
2898,2898,Breaking Amish,2012,,5.0,,0,1,0,0,1
2899,2899,Flying Witch,2016,all,7.2,,0,1,0,0,1
2900,2900,Flea Market Flip,2012,all,6.6,,0,1,0,0,1
2901,2901,No Activity,2015,18+,7.9,,0,1,0,0,1
2902,2902,I Spy,1965,,7.1,,0,1,0,0,1
2903,2903,You Bet Your Life,1947,,8.4,,0,1,0,0,1
2904,2904,The First 48 Presents: Homicide Squad Atlanta,2019,16+,8.5,,0,1,1,0,1
2905,2905,The Hotwives of Orlando,2014,16+,7.4,85%,0,1,0,0,1
2906,2906,Bleak House,1985,,7.4,,0,1,1,0,1
2907,2907,T.U.F.F. Puppy,2010,7+,5.6,,0,1,0,0,1
2908,2908,Sherman's Showcase,2019,18+,5.4,100%,0,1,0,0,1
2909,2909,Wild Things with Dominic Monaghan,2013,16+,8.4,,0,1,0,0,1
2910,2910,The Gong Show,1976,7+,7.0,,0,1,0,0,1
2911,2911,The Murder of Laci Peterson,2017,16+,7.4,,0,1,0,0,1
2912,2912,Casey Anthony: An American Murder Mystery,2017,16+,7.2,,0,1,0,0,1
2913,2913,Sherlock Holmes,1954,,7.7,,0,1,0,0,1
2914,2914,Cake,2019,18+,6.0,,0,1,0,0,1
2915,2915,Murder in the Heartland,2017,16+,7.8,,0,1,0,0,1
2916,2916,My Strange Addiction,2010,16+,5.7,,0,1,0,0,1
2917,2917,Food Network Star,2005,7+,6.3,,0,1,0,0,1
2918,2918,Boy Band,2017,,5.2,,0,1,0,0,1
2919,2919,Dream Corp LLC,2016,16+,7.1,,0,1,0,0,1
2920,2920,Astroblast!,2014,all,6.7,,0,1,0,0,1
2921,2921,Here's Lucy,1968,all,6.9,,0,1,1,0,1
2922,2922,1969,2019,,6.9,,0,1,0,0,1
2923,2923,Celia,2015,,8.2,,0,1,0,0,1
2924,2924,Too Cute,2011,7+,8.5,,0,1,0,0,1
2925,2925,Holiday Baking Championship,2014,all,7.5,,0,1,0,0,1
2926,2926,Senryu Girl,2019,7+,7.0,,0,1,0,0,1
2927,2927,Flirty Dancing,2019,7+,6.6,100%,0,1,0,0,1
2928,2928,Hidden Potential,2018,7+,7.3,,0,1,0,0,1
2929,2929,Our Cartoon President,2018,18+,5.1,,0,1,0,0,1
2930,2930,Cupcake Wars,2010,all,5.8,,0,1,0,0,1
2931,2931,Brothers Conflict,2013,16+,6.1,,0,1,0,0,1
2932,2932,Dancing with the Stars,2005,7+,4.4,,0,1,0,0,1
2933,2933,Lucas Bros Moving Co,2013,18+,7.0,,0,1,0,0,1
2934,2934,Harvey Beaks,2015,7+,7.0,,0,1,0,0,1
2935,2935,The Aliens,2016,,6.0,,0,1,0,0,1
2936,2936,Who The (Bleep) Did I Marry?,2010,7+,6.6,,0,1,0,0,1
2937,2937,Brave 10,2012,7+,6.6,,0,1,0,0,1
2938,2938,Mischief of the Gods,2014,16+,7.2,,0,1,0,0,1
2939,2939,Beautiful Bones: Sakurako’s Investigation,2015,18+,6.9,,0,1,0,0,1
2940,2940,Nightmare Next Door,2011,16+,7.1,,0,1,0,0,1
2941,2941,Food Paradise,2007,all,8.0,,0,1,0,0,1
2942,2942,The Tesla Files,2018,,7.3,,0,1,1,0,1
2943,2943,The Librarians,2007,,6.9,,0,1,0,0,1
2944,2944,The Ambition of Oda Nobuna,2012,16+,6.5,,0,1,0,0,1
2945,2945,Dagashi Kashi,2016,16+,6.2,,0,1,0,0,1
2946,2946,Blade Dance of Elementalers,2014,16+,6.7,,0,1,0,0,1
2947,2947,Caillou,1998,all,4.1,,0,1,1,0,1
2948,2948,Caribbean Life,2014,all,6.7,,0,1,0,0,1
2949,2949,Jodi Arias: An American Murder Mystery,2018,,7.0,,0,1,0,0,1
2950,2950,Indebted,2020,16+,4.3,25%,0,1,0,0,1
2951,2951,Long Island Medium,2011,7+,4.8,,0,1,0,0,1
2952,2952,Kino's Journey: The Beautiful World - The Animated Series,2017,18+,7.1,,0,1,0,0,1
2953,2953,Broken Angel,2013,7+,7.1,,0,1,0,0,1
2954,2954,Cockroaches,2015,,6.2,,0,1,0,0,1
2955,2955,Victoria's Secret Fashion Show,1999,18+,8.2,,0,1,0,0,1
2956,2956,Tiny House Hunters,2014,all,6.1,,0,1,0,0,1
2957,2957,Jeopardy! The Greatest of All Time,2020,7+,8.6,,0,1,0,0,1
2958,2958,Saved by the Bell: The College Years,1993,7+,6.3,9%,0,1,0,0,1
2959,2959,Law & Order True Crime,2017,16+,7.4,,0,1,0,0,1
2960,2960,Aoharu x Machinegun,2015,16+,6.6,,0,1,0,0,1
2961,2961,Miz & Mrs,2018,16+,6.3,,0,1,0,0,1
2962,2962,Your Worst Nightmare,2014,16+,7.0,,0,1,0,0,1
2963,2963,Outbreak Company,2013,16+,7.0,,0,1,0,0,1
2964,2964,Psychic Detective Yakumo,2010,16+,6.7,,0,1,0,0,1
2965,2965,Mythbusters Jr.,2019,7+,6.8,,0,1,0,0,1
2966,2966,The Real Housewives of Potomac,2016,16+,4.3,,0,1,0,0,1
2967,2967,The Hunt with John Walsh,2014,16+,7.5,,0,1,0,0,1
2968,2968,House Hunters Renovation,2012,all,6.4,,0,1,0,0,1
2969,2969,"Neon Joe, Werewolf Hunter",2015,16+,7.2,,0,1,0,0,1
2970,2970,Filthy Rich,2016,,7.2,,0,1,0,0,1
2971,2971,Sanjay and Craig,2013,7+,4.4,,0,1,0,0,1
2972,2972,I Love New York,2007,16+,4.5,,0,1,0,0,1
