,Unnamed: 0,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type
2198,2198,Dexter's Laboratory,1996,all,7.9,,0,1,0,0,1
2199,2199,WWE Raw,1993,7+,7.8,,0,1,0,0,1
2200,2200,Pretty Little Liars: The Perfectionists,2019,16+,7.1,100%,0,1,0,0,1
2201,2201,Greek,2007,16+,7.5,75%,0,1,0,0,1
2202,2202,Flashpoint,2008,16+,7.7,,0,1,1,0,1
2203,2203,The Wrong Mans,2013,18+,7.8,95%,0,1,0,0,1
2204,2204,Legends,2014,16+,7.5,56%,0,1,0,0,1
2205,2205,Black Clover,2017,16+,8.0,,0,1,0,0,1
2206,2206,Shrill,2019,18+,7.4,87%,0,1,0,0,1
2207,2207,Underground,2016,18+,7.7,96%,0,1,0,0,1
2208,2208,The Path,2016,18+,7.3,77%,0,1,0,0,1
2209,2209,Lodge 49,2018,16+,7.5,93%,0,1,0,0,1
2210,2210,King of the Hill,1997,7+,7.3,,0,1,0,0,1
2211,2211,Deadliest Catch,2005,7+,7.8,,0,1,0,0,1
2212,2212,Angie Tribeca,2016,16+,7.0,96%,0,1,0,0,1
2213,2213,Prodigal Son,2019,16+,8.2,54%,0,1,0,0,1
2214,2214,Single Parents,2018,7+,7.0,75%,0,1,0,0,1
2215,2215,S.W.A.T.,2017,16+,7.0,,0,1,0,0,1
2216,2216,Doc Martin,2004,7+,8.3,,0,1,0,0,1
2217,2217,Trust,2018,18+,7.5,78%,0,1,0,0,1
2218,2218,The Fairly OddParents,2001,all,7.2,,0,1,0,0,1
2219,2219,The Glades,2010,16+,7.5,59%,0,1,0,0,1
2220,2220,Top Chef,2006,16+,7.5,,0,1,0,0,1
2221,2221,10 Things I Hate About You,2009,16+,7.3,88%,0,1,0,0,1
2222,2222,Teenage Mutant Ninja Turtles,2012,7+,7.8,,0,1,0,0,1
2223,2223,Das Boot,2018,,7.3,85%,0,1,0,0,1
2224,2224,Hey Arnold!,1996,all,7.6,,0,1,0,0,1
2225,2225,NOS4A2,2019,16+,6.7,68%,0,1,0,0,1
2226,2226,Baby Daddy,2012,16+,7.3,,0,1,0,0,1
2227,2227,Happy Days,1974,7+,7.4,,0,1,0,0,1
2228,2228,Murdoch Mysteries,2008,7+,8.1,,0,1,0,0,1
2229,2229,Brothers and Sisters,2006,16+,7.3,,0,1,0,0,1
2230,2230,Alone,2015,16+,8.4,,0,1,0,0,1
2231,2231,Twisted,2013,16+,7.3,73%,0,1,0,0,1
2232,2232,Making It,2018,7+,7.9,100%,0,1,0,0,1
2233,2233,Queen Sugar,2016,16+,7.7,97%,0,1,0,0,1
2234,2234,Miranda,2009,7+,8.1,,0,1,0,0,1
2235,2235,Mary Kills People,2017,18+,7.5,100%,0,1,0,0,1
2236,2236,Leah Remini: Scientology and the Aftermath,2016,16+,9.1,,0,1,0,0,1
2237,2237,America's Next Top Model,2003,7+,5.5,,0,1,1,0,1
2238,2238,I Am the Night,2019,7+,7.0,74%,0,1,0,0,1
2239,2239,Holey Moley,2019,7+,6.7,91%,0,1,0,0,1
2240,2240,Kamisama Kiss,2012,7+,8.1,,0,1,0,0,1
2241,2241,Rascal Does Not Dream of Bunny Girl Senpai,2018,16+,8.0,,0,1,0,0,1
2242,2242,The Legend of the Blue Sea,2016,,8.1,,0,1,0,0,1
2243,2243,"Sabrina, the Teenage Witch",1996,all,6.6,,0,1,0,0,1
2244,2244,The Split,2018,,7.6,73%,0,1,0,0,1
2245,2245,Airwolf,1984,7+,6.7,,0,1,0,0,1
2246,2246,Bleak House,2005,16+,8.3,,0,1,0,0,1
2247,2247,American Housewife,2016,7+,7.3,,0,1,0,0,1
2248,2248,Monster Musume: Everyday Life with Monster Girls,2017,18+,6.7,,0,1,0,0,1
2249,2249,Claws,2017,18+,7.3,90%,0,1,0,0,1
2250,2250,Metalocalypse,2006,18+,8.2,,0,1,0,0,1
2251,2251,Highschool of the Dead,2010,18+,7.2,,0,1,0,0,1
2252,2252,The Musketeers,2014,16+,7.8,,0,1,0,0,1
2253,2253,The Eric Andre Show,2012,18+,8.6,,0,1,0,0,1
2254,2254,Noragami,2014,16+,7.9,,0,1,0,0,1
2255,2255,My Teen Romantic Comedy SNAFU,2013,16+,7.8,,0,1,0,0,1
2256,2256,The First 48,2004,18+,8.2,,0,1,0,0,1
2257,2257,Sealab 2021,2000,16+,7.9,74%,0,1,0,0,1
2258,2258,Deutschland 86,2018,,7.6,100%,0,1,0,0,1
2259,2259,Rugrats,1991,all,7.4,,0,1,1,0,1
2260,2260,Atlantis,2013,7+,6.6,62%,0,1,0,0,1
2261,2261,Reprisal,2019,18+,7.5,44%,0,1,0,0,1
2262,2262,The Event,2010,16+,7.0,67%,0,1,0,0,1
2263,2263,Danny Phantom,2004,7+,7.1,,0,1,0,0,1
2264,2264,Life in Pieces,2015,7+,8.0,,0,1,0,0,1
2265,2265,X-Men: Evolution,2000,7+,7.9,,0,1,0,1,1
2266,2266,Cardinal,2017,16+,7.7,,0,1,0,0,1
2267,2267,Spiral,2005,7+,8.5,,0,1,1,0,1
2268,2268,Good Luck Charlie,2010,all,7.0,,0,1,0,1,1
2269,2269,Overlord,2015,18+,7.8,,0,1,0,0,1
2270,2270,Pawn Stars,2009,7+,7.2,,0,1,0,0,1
2271,2271,American Gothic,1995,7+,8.1,67%,0,1,0,0,1
2272,2272,LEGO Masters,2020,7+,7.2,67%,0,1,0,0,1
2273,2273,Anthony Bourdain: No Reservations,2005,7+,8.4,,0,1,0,0,1
2274,2274,Dawson's Creek,1998,16+,6.6,,0,1,1,0,1
2275,2275,Taxi,1978,7+,7.6,,0,1,0,0,1
2276,2276,Bless This Mess,2019,7+,6.7,82%,0,1,0,0,1
2277,2277,Forged in Fire,2015,7+,8.4,,0,1,1,0,1
2278,2278,Schooled,2019,7+,6.9,73%,0,1,0,0,1
2279,2279,Robin of Sherwood,1984,,8.5,,0,1,1,0,1
2280,2280,Assassination Classroom,2015,16+,8.0,,0,1,0,0,1
2281,2281,The Mick,2017,16+,7.8,,0,1,0,0,1
2282,2282,Yu-Gi-Oh! GX,2004,all,6.7,,0,1,1,0,1
2283,2283,The League of Gentlemen,1999,18+,8.4,,0,1,1,0,1
2284,2284,Black Lagoon,2006,18+,8.0,,0,1,0,0,1
2285,2285,Silent Witness,1996,16+,7.8,,0,1,1,0,1
2286,2286,DARLING in the FRANXX,2018,16+,7.3,,0,1,0,0,1
2287,2287,Diabolik Lovers,2013,16+,5.3,,0,1,0,0,1
2288,2288,Numb3rs,2006,7+,6.9,,0,1,0,0,1
2289,2289,The Masked Singer,2019,7+,6.3,,0,1,0,0,1
2290,2290,Naked and Afraid,2013,16+,6.6,,0,1,0,0,1
2291,2291,Friday Night Dinner,2011,18+,8.1,,0,1,0,0,1
2292,2292,Fire Force,2019,7+,7.7,,0,1,0,0,1
2293,2293,Station 19,2018,16+,6.5,,0,1,0,0,1
2294,2294,The Future Diary,2011,18+,7.6,,0,1,0,0,1
2295,2295,Saved by the Bell,1989,all,7.0,,0,1,0,0,1
2296,2296,Breakout Kings,2011,16+,7.3,41%,0,1,0,0,1
2297,2297,The Ultimate Fighter,2005,16+,7.8,,0,1,0,0,1
2298,2298,Ergo Proxy,2006,16+,8.0,,0,1,0,0,1
2299,2299,Saving Hope,2012,16+,7.5,,0,1,0,0,1
2300,2300,The Bold Type,2017,16+,8.0,,0,1,0,0,1
2301,2301,Pitch,2016,16+,7.4,94%,0,1,0,0,1
2302,2302,How the Universe Works,2010,7+,9.0,,0,1,1,0,1
2303,2303,Dragon Ball GT,1996,7+,6.8,,0,1,0,0,1
2304,2304,The Long Road Home,2017,18+,7.5,77%,0,1,0,0,1
2305,2305,Crayon Shin-chan,1992,7+,7.9,,0,1,0,0,1
2306,2306,Intervention,2005,16+,7.9,,0,1,0,0,1
2307,2307,The Outer Limits,1995,18+,7.7,,0,1,1,0,1
2308,2308,Outsourced,2010,16+,7.5,20%,0,1,0,0,1
2309,2309,60 Days In,2016,16+,7.7,,0,1,0,0,1
2310,2310,Into the Dark,2018,18+,6.3,74%,0,1,0,0,1
2311,2311,Clique,2017,7+,7.0,100%,0,1,0,0,1
2312,2312,The Son,2017,16+,7.5,52%,0,1,0,0,1
2313,2313,Songland,2019,7+,7.7,67%,0,1,0,0,1
2314,2314,Lincoln Rhyme: Hunt for the Bone Collector,2020,16+,6.9,30%,0,1,0,0,1
2315,2315,Saving Grace,2007,18+,7.6,73%,0,1,0,0,1
2316,2316,90 Day Fiancé,2014,16+,6.3,,0,1,0,0,1
2317,2317,"Beverly Hills, 90210",1990,7+,6.3,,0,1,0,0,1
2318,2318,Darker than Black,2007,16+,7.7,,0,1,1,0,1
2319,2319,MasterChef,2010,16+,7.3,,0,1,0,0,1
2320,2320,This Country,2017,16+,8.5,96%,0,1,0,0,1
2321,2321,Kitchen Nightmares,2007,16+,7.4,,0,1,0,0,1
2322,2322,90 Day Fiancé: Before the 90 Days,2017,16+,6.7,,0,1,0,0,1
2323,2323,Remington Steele,1982,7+,7.2,,0,1,0,0,1
2324,2324,Tyler Perry's If Loving You Is Wrong,2014,16+,5.8,,0,1,0,0,1
2325,2325,Highlander: The Series,1992,16+,7.2,,0,1,1,0,1
2326,2326,Lark Rise to Candleford,2008,7+,8.1,,0,1,0,0,1
2327,2327,Catfish: The TV Show,2012,16+,7.1,,0,1,0,0,1
2328,2328,Agatha Christie's Marple,2004,16+,7.7,,0,1,0,0,1
2329,2329,Monogatari,2009,16+,8.0,,0,1,0,0,1
2330,2330,Project Runway,2004,16+,7.3,,0,1,0,0,1
2331,2331,The First,2018,18+,6.7,68%,0,1,0,0,1
2332,2332,9-1-1: Lone Star,2020,16+,6.4,,0,1,0,0,1
2333,2333,Sense and Sensibility,2008,16+,8.0,,0,1,1,0,1
2334,2334,Homicide Hunter: Lt Joe Kenda,2011,16+,8.8,,0,1,0,0,1
2335,2335,Seraph of the End,2015,16+,7.5,,0,1,0,0,1
2336,2336,Gangland Undercover,2015,16+,8.2,,0,1,0,0,1
2337,2337,Party of Five,1994,7+,6.8,,0,1,0,0,1
2338,2338,Devious Maids,2013,7+,7.8,,0,1,0,0,1
2339,2339,Digimon Tamers,2001,7+,7.7,,0,1,0,0,1
2340,2340,Drunk History,2013,16+,7.8,,0,1,0,0,1
2341,2341,The Penguins of Madagascar,2009,7+,7.6,,0,1,0,0,1
2342,2342,The Purge,2018,18+,6.4,42%,0,1,0,0,1
2343,2343,Survivorman,2004,7+,8.2,,0,1,1,0,1
2344,2344,Higurashi When They Cry,2006,18+,8.0,,0,1,0,0,1
2345,2345,Melissa & Joey,2010,7+,7.0,,0,1,0,0,1
2346,2346,River Monsters,2009,7+,8.2,,0,1,1,0,1
2347,2347,General Hospital,1963,7+,6.5,,0,1,0,0,1
2348,2348,Scott & Bailey,2011,7+,7.9,,0,1,0,0,1
2349,2349,Dollface,2019,,7.4,50%,0,1,0,0,1
2350,2350,Upstairs Downstairs,2010,7+,7.4,,0,1,0,0,1
2351,2351,Difficult People,2015,18+,7.0,95%,0,1,0,0,1
2352,2352,Apple Tree Yard,2017,18+,7.1,92%,0,1,0,0,1
2353,2353,Man vs. Wild,2006,7+,8.1,,0,1,1,0,1
2354,2354,Good Trouble,2019,16+,7.4,,0,1,0,0,1
2355,2355,While You Were Sleeping,2017,,8.4,,0,1,0,0,1
2356,2356,Mr. Pickles,2014,18+,7.3,,0,1,0,0,1
2357,2357,Log Horizon,2013,16+,7.7,,0,1,0,0,1
2358,2358,DCI Banks,2011,18+,7.6,,0,1,1,0,1
2359,2359,Prisoners of War,2010,,8.4,100%,0,1,0,0,1
2360,2360,The Fades,2011,18+,7.8,,0,1,0,0,1
2361,2361,The Firm,2012,16+,7.0,39%,0,1,0,0,1
2362,2362,Fruits Basket,2019,7+,8.3,,0,1,0,0,1
2363,2363,Adam-12,1968,7+,7.5,,0,1,0,0,1
2364,2364,Kenichi The Mightiest Disciple,2006,16+,8.2,,0,1,1,0,1
2365,2365,The Joy of Painting,1983,all,9.4,,0,1,1,0,1
2366,2366,Gold Rush,2011,7+,7.3,,0,1,0,0,1
2367,2367,Lupin the Third,1971,16+,7.9,,0,1,0,0,1
2368,2368,McLeod's Daughters,2001,16+,7.2,,0,1,1,0,1
2369,2369,Hill Street Blues,1981,16+,8.1,,0,1,0,0,1
2370,2370,Brickleberry,2012,18+,7.4,,0,1,0,0,1
2371,2371,The Tonight Show Starring Jimmy Fallon,2014,16+,7.3,,0,1,0,0,1
2372,2372,Jeopardy!,1964,all,8.2,,0,1,0,0,1
2373,2373,Family Matters,1989,all,6.5,,0,1,0,0,1
2374,2374,Foster's Home for Imaginary Friends,2004,7+,7.6,,0,1,0,0,1
2375,2375,National Treasure,2016,16+,7.4,91%,0,1,0,0,1
2376,2376,Kojak,1973,16+,7.1,,0,1,0,0,1
2377,2377,Time After Time,2017,16+,6.7,67%,0,1,0,0,1
2378,2378,Star,2016,16+,6.6,,0,1,0,0,1
2379,2379,The Marvelous Misadventures of Flapjack,2008,7+,7.8,,0,1,0,0,1
2380,2380,Expedition Unknown,2015,7+,8.2,,0,1,0,0,1
2381,2381,I'm Dying Up Here,2017,18+,7.4,51%,0,1,0,0,1
2382,2382,Fixer Upper,2013,all,8.3,,0,1,0,0,1
2383,2383,The Familiar of Zero,2006,16+,7.1,,0,1,0,0,1
2384,2384,The Voice,2011,7+,6.5,,0,1,0,0,1
2385,2385,Wings,1990,7+,7.2,,0,1,0,0,1
2386,2386,The Cool Kids,2018,16+,7.0,65%,0,1,0,0,1
2387,2387,The Pink Panther Show,1964,all,7.6,,0,1,1,0,1
2388,2388,The Guardian,2001,7+,7.4,,0,1,1,0,1
2389,2389,The Conners,2018,7+,5.3,89%,0,1,0,0,1
2390,2390,Garfield and Friends,1988,7+,7.3,,0,1,0,0,1
2391,2391,New Tricks,2003,16+,7.8,,0,1,0,0,1
2392,2392,Wolfblood,2013,7+,7.7,,0,1,1,0,1
2393,2393,Fast N' Loud,2012,16+,7.5,,0,1,0,0,1
2394,2394,A.N.T. Farm,2011,all,5.0,,0,1,0,0,1
2395,2395,Shiki,2010,18+,7.7,,0,1,0,0,1
2396,2396,Real Humans,2012,16+,7.9,,0,1,0,0,1
2397,2397,What's Wrong with Secretary Kim,2018,all,8.1,,0,1,0,0,1
2398,2398,Land of Honor,2014,16+,7.9,,0,1,0,0,1
2399,2399,Banished,2015,18+,7.4,,0,1,0,0,1
2400,2400,Samantha Who?,2007,7+,7.3,77%,0,1,0,0,1
2401,2401,The Powerpuff Girls,1998,7+,7.2,,0,1,0,0,1
2402,2402,Being Erica,2009,16+,7.5,,0,1,1,0,1
2403,2403,False Flag,2015,,7.8,,0,1,0,0,1
2404,2404,Dark Shadows,1966,7+,7.5,,0,1,1,0,1
2405,2405,"Diners, Drive-Ins and Dives",2007,all,7.3,,0,1,0,0,1
2406,2406,Tyler Perry's The Haves and the Have Nots,2013,,6.0,,0,1,0,0,1
2407,2407,Shots Fired,2017,16+,6.4,84%,0,1,0,0,1
2408,2408,Four Weddings and a Funeral,2019,,7.1,43%,0,1,0,0,1
2409,2409,Second Chance,2016,16+,7.5,,0,1,0,0,1
2410,2410,K.C. Undercover,2015,all,6.1,,0,1,0,1,1
2411,2411,Doug,1991,all,7.4,,0,1,0,1,1
2412,2412,Detroit 1-8-7,2010,16+,7.6,83%,0,1,0,0,1
2413,2413,The Carmichael Show,2015,7+,7.6,86%,0,1,0,0,1
2414,2414,Spy,2011,7+,7.9,100%,0,1,0,0,1
2415,2415,24: Legacy,2017,16+,6.2,59%,0,1,0,0,1
2416,2416,Ranma ½,1989,16+,7.9,,0,1,0,0,1
2417,2417,Harrow,2018,,7.6,,0,1,0,0,1
2418,2418,Medium,2005,16+,6.9,,0,1,1,0,1
2419,2419,World of Dance,2017,7+,7.0,,0,1,0,0,1
2420,2420,Coronation Street,1960,7+,5.5,,0,1,0,0,1
2421,2421,How It's Made,2001,all,7.8,,0,1,0,0,1
2422,2422,Life Below Zero,2013,7+,8.0,,0,1,0,1,1
2423,2423,T@gged,2016,16+,7.3,,0,1,0,0,1
2424,2424,The Bob Newhart Show,1972,all,8.1,,0,1,0,0,1
2425,2425,The PJs,1999,16+,6.6,,0,1,0,0,1
2426,2426,Moone Boy,2012,16+,8.1,,0,1,0,0,1
2427,2427,Ghosted,2017,7+,6.2,59%,0,1,0,0,1
2428,2428,The Mary Tyler Moore Show,1970,7+,8.1,,0,1,0,0,1
2429,2429,Unsolved Mysteries,1987,7+,8.3,,0,1,1,0,1
2430,2430,The Practice,1997,16+,7.7,,0,1,0,0,1
2431,2431,Oh My Venus,2015,,7.8,,0,1,0,0,1
2432,2432,The Secret Life of the American Teenager,2008,16+,4.9,,0,1,0,0,1
2433,2433,Married at First Sight,2014,16+,6.3,,0,1,1,0,1
2434,2434,American Ninja Warrior,2009,7+,6.8,,0,1,0,0,1
2435,2435,House Hunters,1999,all,8.2,,0,1,0,0,1
2436,2436,Little Britain,2003,18+,7.6,,0,1,0,0,1
2437,2437,American Pickers,2010,7+,7.0,,0,1,0,0,1
2438,2438,Sailor Moon Crystal,2014,16+,7.9,,0,1,0,0,1
2439,2439,Chowder,2007,7+,7.3,,0,1,0,0,1
2440,2440,mixed-ish,2019,7+,6.2,80%,0,1,0,0,1
2441,2441,Thief,2006,18+,7.5,81%,0,1,0,0,1
2442,2442,Nightwatch,2015,16+,8.9,,0,1,0,0,1
2443,2443,Dirty Sexy Money,2007,16+,7.2,68%,0,1,0,0,1
2444,2444,Big Time Rush,2009,all,6.2,,0,1,1,0,1
2445,2445,Snow White with the Red Hair,2015,16+,7.8,,0,1,0,0,1
2446,2446,The Three Stooges,1934,all,8.6,,0,1,0,0,1
2447,2447,RuPaul's Drag Race: Untucked,2010,16+,7.9,,0,1,0,0,1
2448,2448,The Lord of the Skies,2013,16+,6.8,,0,1,0,0,1
2449,2449,Deputy,2020,16+,6.1,40%,0,1,0,0,1
2450,2450,Eli Stone,2008,7+,7.6,60%,0,1,0,0,1
2451,2451,Penn & Teller: Bullshit!,2003,18+,8.2,,0,1,0,0,1
2452,2452,Shark,2006,16+,7.1,52%,0,1,0,0,1
2453,2453,Mistresses,2013,16+,7.1,,0,1,0,0,1
2454,2454,Murder in the First,2014,18+,7.2,,0,1,0,0,1
2455,2455,Shut Eye,2016,18+,7.4,43%,0,1,0,0,1
2456,2456,Chopped,2009,all,7.5,,0,1,0,0,1
2457,2457,Teen Titans Go!,2013,7+,5.2,,0,1,0,0,1
2458,2458,Running Wild with Bear Grylls,2014,7+,7.7,,0,1,0,1,1
2459,2459,The Thundermans,2013,all,5.7,,0,1,0,0,1
2460,2460,Horrible Histories,2009,7+,8.8,,0,1,1,0,1
2461,2461,Space Dandy,2014,16+,8.1,83%,0,1,0,0,1
2462,2462,Fosse/Verdon,2019,18+,7.9,81%,0,1,0,0,1
2463,2463,The Story of Film: An Odyssey,2011,,8.5,,0,1,0,0,1
2464,2464,The Adventures of Jimmy Neutron: Boy Genius,2002,all,6.7,,0,1,0,0,1
2465,2465,Kimi ni Todoke: From Me to You,2009,7+,7.8,,0,1,0,0,1
2466,2466,Diff'rent Strokes,1978,all,6.6,,0,1,0,0,1
2467,2467,Blue Spring Ride,2014,,7.4,,0,1,0,0,1
2468,2468,Full Metal Panic!,2002,16+,7.6,,0,1,0,0,1
2469,2469,Dance Moms,2011,7+,4.6,,0,1,0,0,1
2470,2470,GameFace,2017,,7.7,83%,0,1,0,0,1
2471,2471,The Rifleman,1958,7+,8.3,,0,1,1,0,1
2472,2472,Light as a Feather,2018,16+,6.6,44%,0,1,0,0,1
2473,2473,The Greatest American Hero,1981,7+,7.3,,0,1,1,0,1
2474,2474,Speechless,2016,7+,7.6,,0,1,0,0,1
2475,2475,St. Elsewhere,1982,7+,7.8,,0,1,0,0,1
2476,2476,Travel Man: 48 Hours in...,2015,7+,8.3,,0,1,0,0,1
2477,2477,The Incredible Dr. Pol,2011,7+,8.6,,0,1,0,1,1
2478,2478,Street Outlaws,2013,7+,6.7,,0,1,0,0,1
2479,2479,Stan Against Evil,2016,18+,7.3,,0,1,0,0,1
2480,2480,The Dead Files,2011,7+,6.8,,0,1,0,0,1
2481,2481,Bluestone 42,2013,16+,8.0,,0,1,0,0,1
2482,2482,Persona 4 The Animation,2011,7+,7.6,,0,1,0,0,1
2483,2483,American Idol,2002,7+,4.1,68%,0,1,0,0,1
2484,2484,Look Around You,2002,7+,8.4,,0,1,0,0,1
2485,2485,D.Gray-man,2006,16+,7.7,,0,1,0,0,1
2486,2486,Braquo,2009,7+,8.0,,0,1,0,0,1
2487,2487,Jeremiah,2002,18+,7.0,,0,1,1,0,1
2488,2488,Spice and Wolf,2008,16+,8.0,,0,1,0,0,1
2489,2489,X Company,2015,16+,7.7,,0,1,0,0,1
2490,2490,Almost Family,2019,16+,6.3,24%,0,1,0,0,1
2491,2491,Bakuman,2010,16+,8.0,,0,1,0,0,1
2492,2492,Fruits Basket,2001,7+,7.9,,0,1,0,0,1
2493,2493,Dharma & Greg,1997,16+,6.3,,0,1,0,0,1
2494,2494,Blood Blockade Battlefront,2015,18+,7.2,,0,1,0,0,1
2495,2495,Man v. Food,2008,all,7.3,,0,1,0,0,1
2496,2496,Storage Wars,2010,7+,6.4,,0,1,1,0,1
2497,2497,World Trigger,2014,16+,7.5,,0,1,0,0,1
2498,2498,Reba,2001,7+,6.5,,0,1,0,0,1
2499,2499,Haven't You Heard? I'm Sakamoto,2016,16+,7.2,,0,1,0,0,1
2500,2500,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,2015,18+,7.1,,0,1,0,0,1
2501,2501,Beyond Scared Straight,2011,18+,7.3,,0,1,0,0,1
2502,2502,The Fall Guy,1981,7+,7.1,,0,1,0,0,1
2503,2503,Toriko,2011,7+,7.3,,0,1,0,0,1
2504,2504,Pasión Prohibida,2013,,8.4,,0,1,0,0,1
2505,2505,How Not to Summon a Demon Lord,2018,18+,7.0,,0,1,0,0,1
2506,2506,Gordon Ramsay's 24 Hours to Hell and Back,2018,16+,7.3,,0,1,0,0,1
2507,2507,Lip Service,2010,18+,7.4,,0,1,0,0,1
2508,2508,Find Me in Paris,2018,all,7.3,,0,1,0,0,1
2509,2509,Rev.,2010,16+,7.9,,0,1,0,0,1
2510,2510,Rosario + Vampire,2008,18+,7.0,,0,1,0,0,1
2511,2511,The Riches,2007,18+,7.8,,0,1,0,0,1
2512,2512,The Beverly Hillbillies,1962,all,7.1,,0,1,0,0,1
2513,2513,Zac & Mia,2017,16+,8.1,,0,1,0,0,1
2514,2514,Step by Step,1991,all,6.5,,0,1,0,0,1
2515,2515,Outnumbered,2007,7+,8.0,,0,1,0,0,1
2516,2516,The Accident,2019,,6.0,92%,0,1,0,0,1
2517,2517,Dimension 404,2017,7+,6.6,80%,0,1,0,0,1
2518,2518,Laverne & Shirley,1976,all,6.9,,0,1,0,0,1
2519,2519,The Most Dangerous Animal of All,2020,16+,6.2,73%,0,1,0,0,1
2520,2520,The Kennedys,2011,18+,7.6,,0,1,0,0,1
2521,2521,Him & Her,2010,16+,7.8,,0,1,0,0,1
2522,2522,Un village français,2009,,8.3,,0,1,1,0,1
2523,2523,Alone Together,2018,16+,6.3,62%,0,1,0,0,1
2524,2524,Love Stage!!,2014,18+,7.3,,0,1,0,0,1
2525,2525,Burden of Truth,2018,16+,7.2,,0,1,0,0,1
2526,2526,Tiny Toon Adventures,1990,all,7.5,,0,1,0,0,1
2527,2527,Inside Amy Schumer,2013,18+,6.0,86%,0,1,0,0,1
2528,2528,The White Shadow,1978,,8.0,,0,1,0,0,1
2529,2529,WWE NXT,2010,7+,7.7,,0,1,0,0,1
2530,2530,Your Pretty Face Is Going to Hell,2013,18+,7.7,,0,1,0,0,1
2531,2531,The Incredible Hulk,1978,7+,7.0,,0,1,0,0,1
2532,2532,The Biggest Loser,2004,7+,5.4,,0,1,0,0,1
2533,2533,Dice,2016,18+,7.4,33%,0,1,0,0,1
2534,2534,Good Bones,2015,,7.3,,0,1,0,0,1
2535,2535,Yona of the Dawn,2014,16+,8.1,,0,1,0,0,1
2536,2536,Dates,2013,,7.5,88%,0,1,0,0,1
2537,2537,Duncanville,2020,16+,5.6,89%,0,1,0,0,1
2538,2538,Bluff City Law,2019,16+,6.8,36%,0,1,0,0,1
2539,2539,MEGALOBOX,2018,16+,7.8,,0,1,0,0,1
2540,2540,Rosewood,2015,16+,6.7,9%,0,1,0,0,1
2541,2541,20/20,1978,,6.6,,0,1,0,0,1
2542,2542,Hellsing,2001,16+,7.9,,0,1,0,0,1
2543,2543,Infinite Stratos,2011,18+,6.7,,0,1,0,0,1
2544,2544,Plastic Memories,2015,16+,7.3,,0,1,0,0,1
2545,2545,Midnattssol,2016,7+,7.5,,0,1,0,0,1
2546,2546,Intruders,2014,16+,6.7,39%,0,1,0,0,1
2547,2547,Bad Banks,2018,7+,8.0,,0,1,0,0,1
2548,2548,WWE Friday Night SmackDown,1999,7+,7.3,,0,1,0,0,1
2549,2549,Melrose Place,1992,16+,5.8,,0,1,1,0,1
2550,2550,To Love-Ru,2008,18+,6.9,,0,1,0,0,1
2551,2551,Locked Up Abroad,2006,16+,8.2,,0,1,1,0,1
2552,2552,Wiseguy,1987,7+,7.8,,0,1,0,0,1
2553,2553,Graves,2016,18+,6.5,50%,0,1,0,0,1
2554,2554,Popeye the Sailor,1960,all,7.1,,0,1,0,0,1
2555,2555,Perfect Harmony,2019,7+,6.6,62%,0,1,0,0,1
2556,2556,City Homicide,2001,,7.4,,0,1,1,0,1
2557,2557,Hillary,2020,18+,5.9,77%,0,1,0,0,1
2558,2558,Mountain Men,2012,7+,7.3,,0,1,0,0,1
2559,2559,Baywatch,1989,7+,5.3,,0,1,1,0,1
2560,2560,MasterChef Junior,2013,all,6.7,,0,1,0,0,1
2561,2561,Property Brothers,2011,all,7.2,,0,1,0,0,1
2562,2562,The Odd Couple,2015,7+,6.4,,0,1,0,0,1
2563,2563,Kingdom,2007,,7.9,,0,1,0,0,1
2564,2564,Guilty Crown,2011,16+,7.1,,0,1,0,0,1
2565,2565,A Certain Scientific Railgun,2009,16+,7.5,,0,1,0,0,1
2566,2566,Mister Ed,1961,all,7.0,,0,1,0,0,1
2567,2567,Sonic Boom,2014,7+,7.0,,0,1,0,0,1
2568,2568,Cardfight!! Vanguard,2011,16+,7.2,,0,1,1,0,1
2569,2569,The Bastard Executioner,2015,18+,6.2,47%,0,1,0,0,1
2570,2570,Clarence,2014,7+,6.5,,0,1,0,0,1
2571,2571,Utopia Falls,2020,7+,4.9,43%,0,1,0,0,1
2572,2572,Dual Survival,2010,16+,7.5,,0,1,0,0,1
2573,2573,Alias Smith and Jones,1971,7+,7.6,,0,1,0,0,1
2574,2574,House Hunters International,2006,all,7.0,,0,1,0,0,1
2575,2575,Danganronpa: The Animation,2013,18+,6.9,,0,1,0,0,1
2576,2576,Naked and Afraid XL,2015,16+,7.3,,0,1,0,0,1
2577,2577,Ben 10: Omniverse,2012,7+,5.7,,0,1,0,0,1
2578,2578,The Qwaser of Stigmata,2010,18+,5.5,,0,1,0,0,1
2579,2579,Haganai: I Don't Have Many Friends,2011,18+,7.2,,0,1,0,0,1
2580,2580,American Gladiators,1989,7+,6.5,,0,1,0,0,1
2581,2581,OK K.O.! Let's Be Heroes,2017,7+,7.1,,0,1,0,0,1
2582,2582,The Real Housewives of Beverly Hills,2010,16+,4.8,,0,1,0,0,1
2583,2583,Silk Stalkings,1991,16+,6.5,,0,1,0,0,1
2584,2584,Packed to the Rafters,2008,18+,7.4,,0,1,0,0,1
2585,2585,Damien,2016,16+,6.9,11%,0,1,0,0,1
2586,2586,Taggart,1983,18+,7.2,,0,1,0,0,1
